tweet_id,date_created,IATA_CODE,text,AIRLINE NAME,sentiment,day_of_week
569703041957564416,2015-02-22,WN,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.,Southwest,positive,Sunday
569702019797286913,2015-02-22,WN,@SouthwestAir thanks! Very excited to see it :D,Southwest,positive,Sunday
569701794714128384,2015-02-22,WN,".@SouthwestAir glad you appreciate it, itâll be the last dollar you ever get from me thanks to your wretched customer service",Southwest,positive,Sunday
569701285588541441,2015-02-22,WN,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink ð,Southwest,negative,Sunday
569701004188508161,2015-02-22,WN,"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow",Southwest,positive,Sunday
569700277244141568,2015-02-22,WN,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,Southwest,positive,Sunday
569698892528222208,2015-02-22,WN,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,Southwest,negative,Sunday
569698840149950464,2015-02-22,WN,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,Southwest,neutral,Sunday
569698589653344256,2015-02-22,WN,@SouthwestAir may I have my Companion pass please.,Southwest,positive,Sunday
569698044175757312,2015-02-22,WN,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",Southwest,positive,Sunday
569697662494121984,2015-02-22,WN,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",Southwest,positive,Sunday
569697456536965121,2015-02-22,WN,@SouthwestAir All good... beers and #oscars2015 ar #DIA,Southwest,neutral,Sunday
569697236982104065,2015-02-22,WN,"@SouthwestAir yes, please #companionpass",Southwest,positive,Sunday
569695695868817410,2015-02-22,WN,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,Southwest,neutral,Sunday
569694343776194560,2015-02-22,WN,@SouthwestAir luv my companion pass!,Southwest,neutral,Sunday
569693012885770240,2015-02-22,WN,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,Southwest,positive,Sunday
569692110619877376,2015-02-22,WN,@SouthwestAir it's ok I was supposed to be in California 5hrs ago,Southwest,positive,Sunday
569691767953436674,2015-02-22,WN,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",Southwest,positive,Sunday
569691144897953793,2015-02-22,WN,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,Southwest,negative,Sunday
569690786180132865,2015-02-22,WN,@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy,Southwest,positive,Sunday
569689297084919808,2015-02-22,WN,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",Southwest,neutral,Sunday
569689184958595072,2015-02-22,WN,@SouthwestAir thank you!!,Southwest,positive,Sunday
569688749208178688,2015-02-22,WN,@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.,Southwest,negative,Sunday
569688256247427072,2015-02-22,WN,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,Southwest,negative,Sunday
569687888771706880,2015-02-22,WN,@SouthwestAir how do I get a companion pass,Southwest,neutral,Sunday
569687540644642817,2015-02-22,WN,@SouthwestAir especially if it's your mom! #IChangedYourDiaper,Southwest,neutral,Sunday
569686814136467456,2015-02-22,WN,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,Southwest,positive,Sunday
569685957437362176,2015-02-22,WN,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",Southwest,positive,Sunday
569685746723848193,2015-02-22,WN,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??,Southwest,neutral,Sunday
569685259412836354,2015-02-22,WN,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,Southwest,positive,Sunday
569684982366666752,2015-02-22,WN,@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.,Southwest,negative,Sunday
569684626949718017,2015-02-22,WN,@SouthwestAir after an hour and a half then it came back damaged. Not happy ð£,Southwest,negative,Sunday
569684137755459584,2015-02-22,WN,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,Southwest,positive,Sunday
569683780593545218,2015-02-22,WN,@SouthwestAir why does the customer service have rather inconsistent information,Southwest,neutral,Sunday
569683748901367808,2015-02-22,WN,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,Southwest,positive,Sunday
569683741779599361,2015-02-22,WN,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,Southwest,negative,Sunday
569683334311366656,2015-02-22,WN,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,Southwest,negative,Sunday
569683240828723201,2015-02-22,WN,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.",Southwest,positive,Sunday
569682747712770048,2015-02-22,WN,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,Southwest,negative,Sunday
569682422981218304,2015-02-22,WN,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,Southwest,positive,Sunday
569682325778231297,2015-02-22,WN,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,Southwest,positive,Sunday
569681392369590272,2015-02-22,WN,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,Southwest,neutral,Sunday
569681184898162689,2015-02-22,WN,"@SouthwestAir no you are not, you just care about mighty dollar.",Southwest,negative,Sunday
569679850773958657,2015-02-22,WN,@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd,Southwest,neutral,Sunday
569678813602418688,2015-02-22,WN,@SouthwestAir  how do you get one?,Southwest,neutral,Sunday
569678562136956928,2015-02-22,WN,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,Southwest,positive,Sunday
569676404893163520,2015-02-22,WN,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",Southwest,positive,Sunday
569676204728389632,2015-02-22,WN,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,Southwest,positive,Sunday
569675861160386560,2015-02-22,WN,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",Southwest,positive,Sunday
569675668524441600,2015-02-22,WN,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,Southwest,positive,Sunday
569675004482351104,2015-02-22,WN,@SouthwestAir yes please,Southwest,positive,Sunday
569674930842775552,2015-02-22,WN,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,Southwest,positive,Sunday
569674873787658240,2015-02-22,WN,@SouthwestAir flying by myself is getting old,Southwest,neutral,Sunday
569673473607344128,2015-02-22,WN,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,Southwest,neutral,Sunday
569672501753724928,2015-02-22,WN,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,Southwest,positive,Sunday
569672095753502720,2015-02-22,WN,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",Southwest,negative,Sunday
569672091550658560,2015-02-22,WN,@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire,Southwest,positive,Sunday
569672055471210496,2015-02-22,WN,@SouthwestAir yes please.my son lives in NJ.,Southwest,positive,Sunday
569671908251213824,2015-02-22,WN,@SouthwestAir companion pass please!,Southwest,positive,Sunday
569671596744380416,2015-02-22,WN,@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK,Southwest,positive,Sunday
569671454419079169,2015-02-22,WN,"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",Southwest,positive,Sunday
569671200978436096,2015-02-22,WN,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,Southwest,negative,Sunday
569670962825846785,2015-02-22,WN,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,Southwest,positive,Sunday
569670904852172800,2015-02-22,WN,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.,Southwest,positive,Sunday
569670671695011840,2015-02-22,WN,".@SouthwestAir Well, we all need something to aim for.",Southwest,positive,Sunday
569670402223562752,2015-02-22,WN,@SouthwestAir YES please....How do we get that companion pass?,Southwest,positive,Sunday
569670081946333184,2015-02-22,WN,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,Southwest,negative,Sunday
569669872050765824,2015-02-22,WN,@SouthwestAir gimme,Southwest,neutral,Sunday
569669629951549440,2015-02-22,WN,@SouthwestAir flights still going to DAL?,Southwest,neutral,Sunday
569668913916567552,2015-02-22,WN,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,Southwest,negative,Sunday
569668883147137024,2015-02-22,WN,@SouthwestAir is service to Aruba being permanently discontinued in August?,Southwest,neutral,Sunday
569668853849919488,2015-02-22,WN,@SouthwestAir yes please!,Southwest,positive,Sunday
569668792265019392,2015-02-22,WN,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,Southwest,negative,Sunday
569668677731274752,2015-02-22,WN,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,Southwest,positive,Sunday
569668606142783488,2015-02-22,WN,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,Southwest,positive,Sunday
569668198389436416,2015-02-22,WN,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend ð¬,Southwest,positive,Sunday
569668015047839744,2015-02-22,WN,@SouthwestAir I want one!,Southwest,positive,Sunday
569667923326971904,2015-02-22,WN,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,Southwest,negative,Sunday
569667805643034624,2015-02-22,WN,â@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprGâ,Southwest,neutral,Sunday
569667787829809152,2015-02-22,WN,@SouthwestAir sign me up!,Southwest,neutral,Sunday
569667638651170816,2015-02-22,WN,@SouthwestAir I would love a +1 #RedCarpet  treatment,Southwest,positive,Sunday
569667602148151296,2015-02-22,WN,@SouthwestAir how do I get my companion pass?,Southwest,neutral,Sunday
569667401769459712,2015-02-22,WN,@SouthwestAir Tell me the secrets to flying high #RedCarpet,Southwest,neutral,Sunday
569667324879511552,2015-02-22,WN,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!,Southwest,positive,Sunday
569667313609404416,2015-02-22,WN,@SouthwestAir How about auto check in for CP holders? Come on.,Southwest,neutral,Sunday
569667246026416130,2015-02-22,WN,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,Southwest,neutral,Sunday
569667238808068098,2015-02-22,WN,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,Southwest,positive,Sunday
569667173544812546,2015-02-22,WN,@SouthwestAir where is mines?,Southwest,neutral,Sunday
569667075280498688,2015-02-22,WN,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,Southwest,positive,Sunday
569667019693359104,2015-02-22,WN,@SouthwestAir ...and how does one obtain this companion pass?,Southwest,neutral,Sunday
569666778030346240,2015-02-22,WN,"@SouthwestAir Yes, please.",Southwest,positive,Sunday
569666708278878208,2015-02-22,WN,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,Southwest,positive,Sunday
569666606424420352,2015-02-22,WN,@SouthwestAir sign me up!,Southwest,neutral,Sunday
569666513352806400,2015-02-22,WN,@SouthwestAir just got mine..now where to go??,Southwest,neutral,Sunday
569666470482804737,2015-02-22,WN,@SouthwestAir wifi is the worst $8 investment I have ever made.,Southwest,negative,Sunday
569665019899572226,2015-02-22,WN,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,Southwest,positive,Sunday
569660864653099009,2015-02-22,WN,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,Southwest,negative,Sunday
569660698231308290,2015-02-22,WN,@SouthwestAir I have followed you. Awaiting your DM.,Southwest,neutral,Sunday
569658322732756992,2015-02-22,WN,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",Southwest,positive,Sunday
569657389722550272,2015-02-22,WN,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,Southwest,positive,Sunday
569655614432915456,2015-02-22,WN,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,Southwest,negative,Sunday
569652584761462784,2015-02-22,WN,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",Southwest,negative,Sunday
569651470615887872,2015-02-22,WN,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,Southwest,neutral,Sunday
569650294746820609,2015-02-22,WN,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,Southwest,positive,Sunday
569649779090833408,2015-02-22,WN,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,Southwest,negative,Sunday
569649617802891264,2015-02-22,WN,@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,Southwest,positive,Sunday
569649277888106496,2015-02-22,WN,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,Southwest,neutral,Sunday
569648240150204416,2015-02-22,WN,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",Southwest,negative,Sunday
569646857632096256,2015-02-22,WN,@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo,Southwest,neutral,Sunday
569644697309872128,2015-02-22,WN,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,Southwest,positive,Sunday
569644492040613888,2015-02-22,WN,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),Southwest,positive,Sunday
569644456376340480,2015-02-22,WN,@SouthwestAir Thanks.,Southwest,positive,Sunday
569644414395486209,2015-02-22,WN,@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,Southwest,neutral,Sunday
569644350906310657,2015-02-22,WN,@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,Southwest,negative,Sunday
569644310045417472,2015-02-22,WN,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,Southwest,positive,Sunday
569644213224148993,2015-02-22,WN,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter ð,Southwest,positive,Sunday
569640446999203842,2015-02-22,WN,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,Southwest,positive,Sunday
569639587842281473,2015-02-22,WN,@SouthwestAir Two delayed flights in a row. Neither one of them explained,Southwest,negative,Sunday
569638751598563328,2015-02-22,WN,@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,Southwest,positive,Sunday
569638417505497088,2015-02-22,WN,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,Southwest,negative,Sunday
569638063825154049,2015-02-22,WN,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,Southwest,positive,Sunday
569635513138860032,2015-02-22,WN,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",Southwest,neutral,Sunday
569635428237778944,2015-02-22,WN,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,Southwest,negative,Sunday
569630183747153920,2015-02-22,WN,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,Southwest,negative,Sunday
569628970267705344,2015-02-22,WN,@SouthwestAir your wifi is angering me with its slowness,Southwest,negative,Sunday
569627946459275264,2015-02-22,WN,@SouthwestAir thank you!,Southwest,positive,Sunday
569626389944659970,2015-02-22,WN,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,Southwest,negative,Sunday
569626122578726913,2015-02-22,WN,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! ð",Southwest,positive,Sunday
569624788244828160,2015-02-22,WN,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",Southwest,negative,Sunday
569622053214507008,2015-02-22,WN,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",Southwest,positive,Sunday
569620438734807042,2015-02-22,WN,@SouthwestAir just sent it,Southwest,neutral,Sunday
569619751124795392,2015-02-22,WN,@SouthwestAir if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue,Southwest,neutral,Sunday
569619309401546752,2015-02-22,WN,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,Southwest,positive,Sunday
569617202984255490,2015-02-22,WN,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! ððð,Southwest,neutral,Sunday
569615736387325952,2015-02-22,WN,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,Southwest,negative,Sunday
569615206625599488,2015-02-22,WN,@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!,Southwest,negative,Sunday
569614436660432896,2015-02-22,WN,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",Southwest,negative,Sunday
569613284455948289,2015-02-22,WN,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,Southwest,negative,Sunday
569613113718218752,2015-02-22,WN,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",Southwest,negative,Sunday
569612549458522113,2015-02-22,WN,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",Southwest,negative,Sunday
569612143873490944,2015-02-22,WN,@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,Southwest,positive,Sunday
569611549960044544,2015-02-22,WN,@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,Southwest,negative,Sunday
569610806196768768,2015-02-22,WN,@SouthwestAir done,Southwest,neutral,Sunday
569607647051317249,2015-02-22,WN,@SouthwestAir currently rebooked thru Dallas but I hear they are expecting an ice storm (sigh) #strandedNYC,Southwest,neutral,Sunday
569607114462793730,2015-02-22,WN,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,Southwest,positive,Sunday
569606089316167680,2015-02-22,WN,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,Southwest,positive,Sunday
569604665240895488,2015-02-22,WN,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,Southwest,negative,Sunday
569604198033170432,2015-02-22,WN,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,Southwest,negative,Sunday
569604066239762432,2015-02-22,WN,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,Southwest,positive,Sunday
569603326947364864,2015-02-22,WN,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,Southwest,positive,Sunday
569602278988120064,2015-02-22,WN,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,Southwest,negative,Sunday
569601658491002880,2015-02-22,WN,@SouthwestAir My Fav!!!!,Southwest,neutral,Sunday
569598614235942912,2015-02-22,WN,@SouthwestAir our flight is delayed till tomorrow curse the weather,Southwest,negative,Sunday
569598588378087426,2015-02-22,WN,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. ðð,Southwest,positive,Sunday
569598511483789312,2015-02-22,WN,@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.,Southwest,positive,Sunday
569596778426855426,2015-02-22,WN,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.,Southwest,positive,Sunday
569596469105299456,2015-02-22,WN,@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB,Southwest,positive,Sunday
569591945816772608,2015-02-22,WN,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",Southwest,neutral,Sunday
569590208095768576,2015-02-22,WN,@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz,Southwest,positive,Sunday
569589955837628416,2015-02-22,WN,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,Southwest,positive,Sunday
569589454194790400,2015-02-22,WN,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,Southwest,positive,Sunday
569589379385008129,2015-02-22,WN,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,Southwest,positive,Sunday
569589079710380032,2015-02-22,WN,@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs),Southwest,neutral,Sunday
569588375037960192,2015-02-22,WN,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,Southwest,negative,Sunday
569588348593025024,2015-02-22,WN,@SouthwestAir thanks for the response - flight time has passed - rebooked now,Southwest,positive,Sunday
569587157574135808,2015-02-22,WN,"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!",Southwest,positive,Sunday
569586743831191552,2015-02-22,WN,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,Southwest,positive,Sunday
569586235259404288,2015-02-22,WN,@SouthwestAir good to be back. See you all again in several weeks.,Southwest,positive,Sunday
569586098772578304,2015-02-22,WN,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,Southwest,negative,Sunday
569585343084650496,2015-02-22,WN,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",Southwest,positive,Sunday
569584744532287490,2015-02-22,WN,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!,Southwest,negative,Sunday
569584431544971264,2015-02-22,WN,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,Southwest,negative,Sunday
569577548318777345,2015-02-22,WN,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,Southwest,negative,Sunday
569576624158437376,2015-02-22,WN,@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,Southwest,positive,Sunday
569576038289711104,2015-02-22,WN,@SouthwestAir think you have great people working for you.,Southwest,positive,Sunday
569571448412438528,2015-02-22,WN,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport,Southwest,positive,Sunday
569571437389881344,2015-02-22,WN,@SouthwestAir here's a first..both pilot and first officer in galley during flight...,Southwest,neutral,Sunday
569568079761403904,2015-02-22,WN,@SouthwestAir -- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather,Southwest,positive,Sunday
569567144318365696,2015-02-22,WN,@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,Southwest,negative,Sunday
569567028136296450,2015-02-22,WN,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,Southwest,negative,Sunday
569566673235271680,2015-02-22,WN,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,Southwest,negative,Sunday
569565359524716544,2015-02-22,WN,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,Southwest,negative,Sunday
569562867281690625,2015-02-22,WN,@SouthwestAir safety back in Dallas!,Southwest,positive,Sunday
569561754163769344,2015-02-22,WN,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,Southwest,negative,Sunday
569558600353390592,2015-02-22,WN,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons ð,Southwest,positive,Sunday
569557305961750528,2015-02-22,WN,"@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",Southwest,positive,Sunday
569556215375613952,2015-02-22,WN,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",Southwest,negative,Sunday
569555719885885441,2015-02-22,WN,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",Southwest,positive,Sunday
569555395339018241,2015-02-22,WN,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI",Southwest,negative,Sunday
569555199062224897,2015-02-22,WN,"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",Southwest,negative,Sunday
569554826616381440,2015-02-22,WN,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,Southwest,negative,Sunday
569554065606074368,2015-02-22,WN,"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",Southwest,positive,Sunday
569552971362639873,2015-02-22,WN,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,Southwest,negative,Sunday
569552378812194816,2015-02-22,WN,@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal,Southwest,neutral,Sunday
569551863260913664,2015-02-22,WN,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,Southwest,negative,Sunday
569550487474712576,2015-02-22,WN,@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI,Southwest,negative,Sunday
